"stop_code","stop_name","address","routes","url"
"HNB 114","Trạm xe buýt [HNB 114] Cầu Đồng Điền, Huyện Nhà Bè","CHVLXD Thành Công Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1084-cau-dong-dien"
"HNB 065","Trạm xe buýt [HNB 065] Ngã tư Long Hậu, Huyện Nhà Bè","780 (116/5) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1085-nga-tu-long-hau"
"HNB 063","Trạm xe buýt [HNB 063] Chùa Phước Linh, Huyện Nhà Bè","Đối diện cửa hàng Ba Thủy Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1086-chua-phuoc-linh"
"HNB 056","Trạm xe buýt [HNB 056] Trường PTTH Long Thới, Huyện Nhà Bè","Kế 280 (Cửa sắt Hoàng Cẩn) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1087-truong-ptth-long-thoi"
"BX 71","Trạm xe buýt [BX 71] Hiệp Phước, Huyện Nhà Bè","Bến Hiệp Phước Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1088-hiep-phuoc"
"HNB 062","Trạm xe buýt [HNB 062] Công an Huyện Nhà Bè, Huyện Nhà Bè","Cột điện 141P Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1089-cong-an-huyen-nha-be"
"15","Trạm xe bus Đối diện thôn Vạn Lộc (trước ngã 3 đường tránh QL5)","","15, 43, 46, 59","https://xebuyt.net/1089-doi-dien-thon-van-loc-truoc-nga-3-duong-tranh-ql5"
"Q6 061","Trạm xe buýt [Q6 061] Cây Gõ, Quận 6","201 Minh Phụng, Quận 6, Tp.Hồ Chí Minh","02, 148","https://xebuyt.net/109-cay-go"
"20A","Trạm xe bus Số 79 Xuân Thủy (Đối diện Học viện Báo chí và Tuyên truyền)","","16, 20A, 20B, 26, 32, 34","https://xebuyt.net/109-so-79-xuan-thuy-doi-dien-hoc-vien-bao-chi-va-tuyen-truyen"
"Q1TC1F","Trạm xe buýt [Q1TC1F] Bến Thành F, Quận 1","Bến Thành Phạm Ngũ Lão, Quận 1, Tp.Hồ Chí Minh","11, 12, 18, 19, 20, 38, 42, 52, 53, 56, 61, 75, 96","https://xebuyt.net/1090-ben-thanh-f"
"15","Trạm xe bus Đối diện ngõ vào Cty CP vật tư Mỏ địa chất  - Quốc lộ 3","","15, 17, 43, 59","https://xebuyt.net/1091-doi-dien-ngo-vao-cty-cp-vat-tu-mo-dia-chat-quoc-lo-3"
"HNB 061","Trạm xe buýt [HNB 061] Nhà Tưởng niệm Liệt sỹ Nhà Bè, Huyện Nhà Bè","1/58A Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1091-nha-tuong-niem-liet-sy-nha-be"
"Q1 025","Trạm xe buýt [Q1 025] Bảo tàng Tôn Đức Thắng, Quận 1","Đối diện số 5 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88","https://xebuyt.net/1092-bao-tang-ton-duc-thang"
"1131","Trạm xe bus Công ty CP xây dựng Thăng Long - Quốc lộ 32","","20A, 20B, 29, 70A, 70B, 73","https://xebuyt.net/1092-cong-ty-cp-xay-dung-thang-long-quoc-lo-32"
"Q1 026","Trạm xe buýt [Q1 026] Ngô Văn Năm, Quận 1","Đối diện số 3C Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88","https://xebuyt.net/1093-ngo-van-nam"
"1132","Trạm xe bus Nhà hàng Thăng Long - Quốc lộ 32","","70A, 70B, 73","https://xebuyt.net/1093-nha-hang-thang-long-quoc-lo-32"
"Q1 027","Trạm xe buýt [Q1 027] Ba Son, Quận 1","2 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88","https://xebuyt.net/1094-ba-son"
"1134","Trạm xe bus Qua lối rẽ HV Khoa học Quân Sự - Quốc lộ 32","","20A, 20B, 29, 70A, 70B, 73","https://xebuyt.net/1095-qua-loi-re-hv-khoa-hoc-quan-su-quoc-lo-32"
"Q1 028","Trạm xe buýt [Q1 028] TTTM Sài Gòn, Quận 1","6 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 30, 61","https://xebuyt.net/1095-tttm-sai-gon"
"1135","Trạm xe bus Bưu điện Hoài Đức - Quốc lộ 32","","20A, 20B, 29, 70A, 70B, 73","https://xebuyt.net/1096-buu-dien-hoai-duc-quoc-lo-32"
"Q1 011","Trạm xe buýt [Q1 011] Đại học Khoa học xã hội nhân văn, Quận 1","10 Đinh Tiên Hoàng, Quận 1, Tp.Hồ Chí Minh","12, 18, 19, 35, 42, 61","https://xebuyt.net/1096-dai-hoc-khoa-hoc-xa-hoi-nhan-van"
"1136","Trạm xe bus Công ty Đông Thành (Thị trấn Trôi) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1097-cong-ty-dong-thanh-thi-tran-troi-quoc-lo-32"
"Q9 227","Trạm xe buýt [Q9 227] Công ty Nam Hàn, Quận 9","Công ty TNHH Nam Hàn Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150","https://xebuyt.net/1097-cong-ty-nam-han"
"Q9 228","Trạm xe buýt [Q9 228] Khu tưởng niệm các Vua Hùng, Quận 9","Kho 190C - 19/11 Hiệp Thắng Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150","https://xebuyt.net/1098-khu-tuong-niem-cac-vua-hung"
"1137","Trạm xe bus XN thuốc thú y Trung ương (Đức Thượng Hoài Đức) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1098-xn-thuoc-thu-y-trung-uong-duc-thuong-hoai-duc-quoc-lo-32"
"BD004","Trạm xe buýt [BD004] Ngã 3 Tân Vạn, Quận 9","Ngã 3 Tân Vạn Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150","https://xebuyt.net/1099-nga-3-tan-van"
"Q5 072","Trạm xe buýt [Q5 072] Siêu thị Điện máy, Quận 5","99 Nguyễn Tri Phương, Quận 5, Tp.Hồ Chí Minh","01, 17, 59","https://xebuyt.net/11-sieu-thi-dien-may"
"31","Trạm xe bus Xóm Đình Nhật Tảo (Qua Đình Nhật Tảo 100m) - An Dương Vương","","31, 58","https://xebuyt.net/11-xom-dinh-nhat-tao-qua-dinh-nhat-tao-100m-an-duong-vuong"
"Q6 026","Trạm xe buýt [Q6 026] Chợ Hoa, Quận 6","460-462 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 61, 148","https://xebuyt.net/110-cho-hoa"
"1139","Trạm xe bus Đối diện đường vào Chùa Diên Phúc (Cạnh Thạch Thảo Lisa) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1100-doi-dien-duong-vao-chua-dien-phuc-canh-thach-thao-lisa-quoc-lo-32"
"Q9 229","Trạm xe buýt [Q9 229] Trạm xăng Hiệp Phú, Quận 9","Trạm xăng Hiệp Phú Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150","https://xebuyt.net/1100-tram-xang-hiep-phu"
"1140","Trạm xe bus 34-36 Phan Đình Phùng (Thị trấn Phùng) - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1101-34-36-phan-dinh-phung-thi-tran-phung-quoc-lo-32"
"QTD 181","Trạm xe buýt [QTD 181] ĐH Nông Lâm, Quận Thủ Đức","Kế 21 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 53, 93, 104","https://xebuyt.net/1101-dh-nong-lam"
"QTD 182","Trạm xe buýt [QTD 182] Công ty điện tử Samsung, Quận Thủ Đức","Kế 59/6 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104","https://xebuyt.net/1102-cong-ty-dien-tu-samsung"
"1141","Trạm xe bus Gần đường vào thôn Ngoại xã Tam Thuấn 50m - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1102-gan-duong-vao-thon-ngoai-xa-tam-thuan-50m-quoc-lo-32"
"QTD 183","Trạm xe buýt [QTD 183] Đại học Kinh tế -Luật, Quận Thủ Đức","Đại học Kinh tế -Luật Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104","https://xebuyt.net/1103-dai-hoc-kinh-te-luat"
"1142","Trạm xe bus Gần dốc Quai Chè xã Tam Hiệp 70m - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1103-gan-doc-quai-che-xa-tam-hiep-70m-quoc-lo-32"
"QTD 100","Trạm xe buýt [QTD 100] Đường số 14, Quận Thủ Đức","Trụ  điện NB55 Đường số 14, Quận Thủ Đức, Tp.Hồ Chí Minh","104","https://xebuyt.net/1104-duong-so-14"
"1143","Trạm xe bus Qua đường vào Khu sinh thái Cẩm Đình Hiệp Thuận 100n - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1104-qua-duong-vao-khu-sinh-thai-cam-dinh-hiep-thuan-100n-quoc-lo-32"
"QTD 101","Trạm xe buýt [QTD 101] Ngã ba đường 14, Quận Thủ Đức","Trụ điện SB61 Đường số 6, Quận Thủ Đức, Tp.Hồ Chí Minh","104","https://xebuyt.net/1105-nga-ba-duong-14"
"1144","Trạm xe bus Qua đường vào chợ Ngọc Tảo - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1105-qua-duong-vao-cho-ngoc-tao-quoc-lo-32"
"QTD 102","Trạm xe buýt [QTD 102] Ngã ba Linh Trung đường số 6, Quận Thủ Đức","Đối diện 94 Đường số 6, Quận Thủ Đức, Tp.Hồ Chí Minh","104","https://xebuyt.net/1106-nga-ba-linh-trung-duong-so-6"
"1145","Trạm xe bus Trường THCS Phụng Thượng - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1106-truong-thcs-phung-thuong-quoc-lo-32"
"1146","Trạm xe bus Đối diện cây xăng xã Phụng Thượng - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1107-doi-dien-cay-xang-xa-phung-thuong-quoc-lo-32"
"QTD 098","Trạm xe buýt [QTD 098] Tô Vĩnh Diện, Quận Thủ Đức","198 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh","104","https://xebuyt.net/1107-to-vinh-dien"
"1147","Trạm xe bus Đối diện cửa hàng đồ gỗ Chúc Hiền - Phố Quạt xã Đại Đồng - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1108-doi-dien-cua-hang-do-go-chuc-hien-pho-quat-xa-dai-dong-quoc-lo-32"
"QTD 092","Trạm xe buýt [QTD 092] Nhà máy nước Thủ Đức, Quận Thủ Đức","Đối diện Nhà máy nước Thủ Đức Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","89, 104","https://xebuyt.net/1108-nha-may-nuoc-thu-duc"
"1148","Trạm xe bus Đối diện Công an huyện Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1109-doi-dien-cong-an-huyen-phuc-tho-quoc-lo-32"
"QTD 099","Trạm xe buýt [QTD 099] Ngã ba Lê Văn Chí, Quận Thủ Đức","Đối diện 233 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh","104","https://xebuyt.net/1109-nga-ba-le-van-chi"
"07","Trạm xe bus 165 Cầu Giấy - Bưu điện Cầu Giấy","","07, 16, 20A, 20B, 26, 27, 28, 32, 34, 49","https://xebuyt.net/111-165-cau-giay-buu-dien-cau-giay"
"Q6 025","Trạm xe buýt [Q6 025] Cầu Hậu Giang, Quận 6","212A Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 61, 148","https://xebuyt.net/111-cau-hau-giang"
"QTD 093","Trạm xe buýt [QTD 093] Đại học Sư Phạm Kỹ Thuật, Quận Thủ Đức","Đối diện 111/4 Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","53, 89, 104","https://xebuyt.net/1110-dai-hoc-su-pham-ky-thuat"
"1149","Trạm xe bus Trường Mầm non thị trấn Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1110-truong-mam-non-thi-tran-phuc-tho-quoc-lo-32"
"QTD 078","Trạm xe buýt [QTD 078] Betong Hải Âu, Quận Thủ Đức","Đối diện Betong Hải Âu Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150","https://xebuyt.net/1111-betong-hai-au"
"1150","Trạm xe bus Đối diện hiệu sách nhân dân Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1111-doi-dien-hieu-sach-nhan-dan-phuc-tho-quoc-lo-32"
"20B","Trạm xe bus Hiệu sách nhân dân Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1112-hieu-sach-nhan-dan-phuc-tho-quoc-lo-32"
"QTD 079","Trạm xe buýt [QTD 079] UBND Quận 9, Quận Thủ Đức","126 Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150","https://xebuyt.net/1112-ubnd-quan-9"
"QTD 077","Trạm xe buýt [QTD 077] Ngã tư Thủ Đức, Quận Thủ Đức","Đối diện Coopmart Xa Lộ Hà Nội, Quận Thủ Đức, Tp.Hồ Chí Minh","10, 12, 30, 52, 55, 60, 104, 150","https://xebuyt.net/1113-nga-tu-thu-duc"
"20B","Trạm xe bus Nghĩa trang liệt sỹ huyện Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1113-nghia-trang-liet-sy-huyen-phuc-tho-quoc-lo-32"
"QBTH 001","Trạm xe buýt [QBTH 001] Chợ Hàng Xanh, Quận Bình Thạnh","18 Bạch Đằng, Quận Bình Thạnh, Tp.Hồ Chí Minh","55, 104","https://xebuyt.net/1114-cho-hang-xanh"
"20B","Trạm xe bus Công an huyện Phúc Thọ - Quốc lộ 32","","20B, 70A, 70B, 77, 89","https://xebuyt.net/1114-cong-an-huyen-phuc-tho-quoc-lo-32"
"Q12 122","Trạm xe buýt [Q12 122] Bến xe An Sương, Quận 12","116 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","04, 13, 24, 27, 60, 65, 66, 71, 74, 85, 104, 122, 145","https://xebuyt.net/1115-ben-xe-an-suong"
"20B","Trạm xe bus Phố Quạt - Đại Đồng (Quốc lộ 32)","","20B, 70A, 70B","https://xebuyt.net/1115-pho-quat-dai-dong-quoc-lo-32"
"20B","Trạm xe bus Đối diện Chi cục Dự trữ nhà nước Sơn Tây - Phụng Thượng (Quốc lộ 32)","","20B, 70A, 70B","https://xebuyt.net/1116-doi-dien-chi-cuc-du-tru-nha-nuoc-son-tay-phung-thuong-quoc-lo-32"
"Q12 123","Trạm xe buýt [Q12 123] Trạm cây xăng, Quận 12","128 Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","24, 60, 71, 74, 85, 104","https://xebuyt.net/1116-tram-cay-xang"
"Q12 124","Trạm xe buýt [Q12 124] Cư xá Bà Điểm, Quận 12","7C Quốc lộ 22, Quận 12, Tp.Hồ Chí Minh","24, 60, 66, 71, 74, 85, 104","https://xebuyt.net/1117-cu-xa-ba-diem"
"20B","Trạm xe bus Đối diện Trường THCS Phụng Thượng - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1117-doi-dien-truong-thcs-phung-thuong-quoc-lo-32"
"20B","Trạm xe bus Nghĩa trang xã Ngọc Tảo - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1118-nghia-trang-xa-ngoc-tao-quoc-lo-32"
"HNB 060","Trạm xe buýt [HNB 060] Nhà Tưởng niệm Liệt sỹ Nhà Bè, Huyện Nhà Bè","Đối diện Nghĩa trang liệt sỹ Nhà Bè Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1118-nha-tuong-niem-liet-sy-nha-be"
"HNB 059","Trạm xe buýt [HNB 059] Công an Huyện Nhà Bè, Huyện Nhà Bè","1095 (Cầy tơ Duy Nhất) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1119-cong-an-huyen-nha-be"
"20B","Trạm xe bus Gần khu sinh thái Cẩm Đình Hiệp Thuận 50 - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1119-gan-khu-sinh-thai-cam-dinh-hiep-thuan-50-quoc-lo-32"
"114","Trạm xe bus 106-108 Cầu Giấy - Khách sạn Cầu Giấy","","07, 16, 20A, 20B, 26, 27, 28, 32, 34, 49","https://xebuyt.net/112-106-108-cau-giay-khach-san-cau-giay"
"Q6 028","Trạm xe buýt [Q6 028] Bình Phú, Quận 6","730-732 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 148","https://xebuyt.net/112-binh-phu"
"20B","Trạm xe bus Qua dốc Quai Chè (xã Tam Hiệp) - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1120-qua-doc-quai-che-xa-tam-hiep-quoc-lo-32"
"HNB 057","Trạm xe buýt [HNB 057] Trường PTTH Long Thới, Huyện Nhà Bè","Kế 919 (1733) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1120-truong-ptth-long-thoi"
"HNB 058","Trạm xe buýt [HNB 058] Chùa Phước Linh, Huyện Nhà Bè","1244 (Cửa sắt Ba Thủy) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1121-chua-phuoc-linh"
"20B","Trạm xe bus Qua đường vào thôn Ngoại xã Tam Thuấn 70m - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1121-qua-duong-vao-thon-ngoai-xa-tam-thuan-70m-quoc-lo-32"
"20B","Trạm xe bus Đối diện Viện nghiên cứu ngô Quốc Gia - Đường dẫn cầu Phùng","","20B, 70A, 70B","https://xebuyt.net/1122-doi-dien-vien-nghien-cuu-ngo-quoc-gia-duong-dan-cau-phung"
"HNB 055","Trạm xe buýt [HNB 055] Ngã tư Long Hậu, Huyện Nhà Bè","921 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1123-nga-tu-long-hau"
"20B","Trạm xe bus Tổ Đình Thụy Ứng - (Thị trấn Phùng) - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1123-to-dinh-thuy-ung-thi-tran-phung-quoc-lo-32"
"20B","Trạm xe bus 37-39 Phan Đình Phùng (Thị trấn Phùng - Quốc lộ 32","","20B, 70A, 70B","https://xebuyt.net/1124-37-39-phan-dinh-phung-thi-tran-phung-quoc-lo-32"
"HNB 053","Trạm xe buýt [HNB 053] Cầu Hiệp Phước, Huyện Nhà Bè","635 (26) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1125-cau-hiep-phuoc"
"20A","Trạm xe bus Tòa án nhân dân Huyện Đan Phượng - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1125-toa-an-nhan-dan-huyen-dan-phuong-quoc-lo-32"
"20A","Trạm xe bus Đường vào Chùa Diên Phúc (Cạnh Thạch Thảo Lisa) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1126-duong-vao-chua-dien-phuc-canh-thach-thao-lisa-quoc-lo-32"
"HNB 052","Trạm xe buýt [HNB 052] Trung tâm dạy nghề, Huyện Nhà Bè","189 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1126-trung-tam-day-nghe"
"HNB 049","Trạm xe buýt [HNB 049] UBND Xã Long Thới, Huyện Nhà Bè","Kế 205 (155) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1127-ubnd-xa-long-thoi"
"20A","Trạm xe bus XN May Mỹ Anh (Xã Đức Phượng) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1127-xn-may-my-anh-xa-duc-phuong-quoc-lo-32"
"HNB 048","Trạm xe buýt [HNB 048] Công an Huyện Nhà Bè, Huyện Nhà Bè","Đối diện CA H.Nhà Bè Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1128-cong-an-huyen-nha-be"
"20A","Trạm xe bus Đối diện XN thuốc thú y Trung ương (Đức Thượng Hoài Đức - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1128-doi-dien-xn-thuoc-thu-y-trung-uong-duc-thuong-hoai-duc-quoc-lo-32"
"HNB 051","Trạm xe buýt [HNB 051] Công ty may Đại Sơn, Huyện Nhà Bè","334B (92) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1129-cong-ty-may-dai-son"
"20A","Trạm xe bus Đối diện Công ty Đông Thành (Thị trấn Trôi) - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1129-doi-dien-cong-ty-dong-thanh-thi-tran-troi-quoc-lo-32"
"115","Trạm xe bus 250-252 Cầu Giấy","","16, 20A, 20B, 26, 27, 28, 32, 34, 49","https://xebuyt.net/113-250-252-cau-giay"
"Q6 027","Trạm xe buýt [Q6 027] Nguyễn Văn Luông, Quận 6","620-622 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 148","https://xebuyt.net/113-nguyen-van-luong"
"HNB 050","Trạm xe buýt [HNB 050] Chợ Bà Chồi, Huyện Nhà Bè","77 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1130-cho-ba-choi"
"20A","Trạm xe bus Đối diện Bưu điện Hoài Đức (Trị trấn Trôi) - Quốc lộ 32","","20A, 20B, 29, 70A, 70B, 73","https://xebuyt.net/1130-doi-dien-buu-dien-hoai-duc-tri-tran-troi-quoc-lo-32"
"HNB 047","Trạm xe buýt [HNB 047] Hàng Tre, Huyện Nhà Bè","91 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1131-hang-tre"
"70A","Trạm xe bus Đối diện nhà hàng Thăng Long - Quốc lộ 32","","70A","https://xebuyt.net/1132-doi-dien-nha-hang-thang-long-quoc-lo-32"
"HNB 046","Trạm xe buýt [HNB 046] Vòng xoay Long Thới, Huyện Nhà Bè","24C-17 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110","https://xebuyt.net/1132-vong-xoay-long-thoi"
"HNB 037","Trạm xe buýt [HNB 037] Cầu Mương Chuối, Huyện Nhà Bè","303/12 (4/39) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1133-cau-muong-chuoi"
"20A","Trạm xe bus Qua đường vào TT Huấn luyện Thể thao Quốc Gia I - Quốc lộ 32","","20A, 20B, 29, 70A, 70B, 73","https://xebuyt.net/1133-qua-duong-vao-tt-huan-luyen-the-thao-quoc-gia-i-quoc-lo-32"
"HNB 038","Trạm xe buýt [HNB 038] Cầu Mương Chuối, Huyện Nhà Bè","525 (13/4) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1134-cau-muong-chuoi"
"1174","Trạm xe bus Trường THPT Bình Minh - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1134-truong-thpt-binh-minh-quoc-lo-32"
"20A","Trạm xe bus Đối diện Trường THPT Bình Minh - Quốc lộ 32","","20A, 20B, 70A, 70B","https://xebuyt.net/1135-doi-dien-truong-thpt-binh-minh-quoc-lo-32"
"HNB 039","Trạm xe buýt [HNB 039] UBND Huyện Nhà Bè, Huyện Nhà Bè","Đối diện UBND H.Nhà Bè Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1135-ubnd-huyen-nha-be"
"1176","Trạm xe bus Trước lối rẽ vào Trường TH Quản lý & Công Nghệ 50m (QL5) - Chiều HN-HP","","40A, 40B","https://xebuyt.net/1136-truoc-loi-re-vao-truong-th-quan-ly-cong-nghe-50m-ql5-chieu-hn-hp"
"HNB 040","Trạm xe buýt [HNB 040] Trường tiểu học Nguyễn Bình, Huyện Nhà Bè","Đ/d 274A (1/2) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1136-truong-tieu-hoc-nguyen-binh"
"HNB 041","Trạm xe buýt [HNB 041] Trường Nguyễn Bình, Huyện Nhà Bè","247 (Trường Nguyễn Bình) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1137-truong-nguyen-binh"
"1178","Trạm xe bus Đối diện trường trung cấp kinh tế - Tài chính Hà Nội","","01, 02, 21A, 21B, 27, 33, 37, 57, 62, 75, 77, 89","https://xebuyt.net/1138-doi-dien-truong-trung-cap-kinh-te-tai-chinh-ha-noi"
"HNB 043","Trạm xe buýt [HNB 043] Nguyễn Bình, Huyện Nhà Bè","91 Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1138-nguyen-binh"
"1179","Trạm xe bus Giáp hàng rào BX Yên Nghĩa (Đối diện đồng hồ) - Quốc lộ 6","","37, 57","https://xebuyt.net/1139-giap-hang-rao-bx-yen-nghia-doi-dien-dong-ho-quoc-lo-6"
"HNB 044","Trạm xe buýt [HNB 044] Ngã Ba Bờ Đăng, Huyện Nhà Bè","12/11A Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1139-nga-ba-bo-dang"
"Q6 029","Trạm xe buýt [Q6 029] Đồng Quê, Quận 6","910 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 62, 91, 148","https://xebuyt.net/114-dong-que"
"116","Trạm xe bus Học viện Báo chí và Tuyên truyền - 36 Xuân Thủy","","16, 20A, 20B, 26, 32, 34","https://xebuyt.net/114-hoc-vien-bao-chi-va-tuyen-truyen-36-xuan-thuy"
"1180","Trạm xe bus Đối diện nhà nghỉ Hương Giang (Do Lộ - Yên Nghĩa) - Quốc lộ 6","","37, 57, 72","https://xebuyt.net/1140-doi-dien-nha-nghi-huong-giang-do-lo-yen-nghia-quoc-lo-6"
"HNB 042","Trạm xe buýt [HNB 042] Nguyễn Bình, Huyện Nhà Bè","290 (209-233) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh","110","https://xebuyt.net/1140-nguyen-binh"
"HNB 020","Trạm xe buýt [HNB 020] Công Tiến Thọ, Huyện Nhà Bè","19/8B Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110","https://xebuyt.net/1141-cong-tien-tho"
